0, 0, Header, 1, 3, 256
1, 0, Start_track
1, 0, Tempo, 444444
1, 0, Title_t, "<Title>"
1, 0, Copyright_t, "@<copyright>"
1, 0, End_track
2, 0, Start_track
2, 0, Title_t, "track"
2, 0, Control_c, 0, 7, 127
2, 0, Control_c, 0, 10, 64
2, 0, Control_c, 0, 0, 0
2, 0, Control_c, 0, 32, 0
2, 0, Program_c, 0, 0
2, 0, Control_c, 0, 93, 0
2, 0, Time_signature, 4, 2, 24, 8
2, 0, Key_signature, -3, "major"
2, 0, Note_on_c, 0, 67, 67
2, 0, Note_on_c, 0, 75, 67
2, 128, Note_off_c, 0, 67, 67
2, 128, Note_off_c, 0, 75, 67
2, 128, Note_on_c, 0, 66, 67
2, 128, Note_on_c, 0, 70, 67
2, 256, Note_off_c, 0, 66, 67
2, 256, Note_off_c, 0, 70, 67
2, 256, Note_on_c, 0, 67, 67
2, 256, Note_on_c, 0, 75, 67
2, 384, Note_off_c, 0, 67, 67
2, 384, Note_off_c, 0, 75, 67
2, 384, Note_on_c, 0, 75, 67
2, 384, Note_on_c, 0, 82, 67
2, 640, Note_off_c, 0, 75, 67
2, 640, Note_off_c, 0, 82, 67
2, 640, Note_on_c, 0, 74, 67
2, 640, Note_on_c, 0, 80, 67
2, 768, Note_off_c, 0, 74, 67
2, 768, Note_on_c, 0, 72, 67
2, 896, Note_off_c, 0, 72, 67
2, 896, Note_off_c, 0, 80, 67
2, 896, Note_on_c, 0, 70, 67
2, 896, Note_on_c, 0, 79, 67
2, 1024, Note_off_c, 0, 70, 67
2, 1024, Note_off_c, 0, 79, 67
2, 1024, Note_on_c, 0, 72, 67
2, 1024, Note_on_c, 0, 77, 67
2, 1152, Note_off_c, 0, 72, 67
2, 1152, Note_off_c, 0, 77, 67
2, 1152, Note_on_c, 0, 70, 67
2, 1152, Note_on_c, 0, 74, 67
2, 1280, Note_off_c, 0, 70, 67
2, 1280, Note_on_c, 0, 68, 67
2, 1408, Note_off_c, 0, 68, 67
2, 1408, Note_on_c, 0, 67, 67
2, 1536, Note_off_c, 0, 67, 67
2, 1536, Note_off_c, 0, 74, 67
2, 1536, Note_on_c, 0, 65, 67
2, 1536, Note_on_c, 0, 70, 67
2, 1664, Note_off_c, 0, 65, 67
2, 1664, Note_on_c, 0, 67, 67
2, 1792, Note_off_c, 0, 67, 67
2, 1792, Note_off_c, 0, 70, 67
2, 1792, Note_on_c, 0, 65, 67
2, 1792, Note_on_c, 0, 68, 67
2, 1920, Note_off_c, 0, 68, 67
2, 1920, Note_on_c, 0, 70, 67
2, 2048, Note_off_c, 0, 65, 67
2, 2048, Note_off_c, 0, 70, 67
2, 2048, Note_on_c, 0, 70, 67
2, 2048, Note_on_c, 0, 74, 67
2, 2176, Note_off_c, 0, 70, 67
2, 2176, Note_off_c, 0, 74, 67
2, 2176, Note_on_c, 0, 65, 67
2, 2176, Note_on_c, 0, 70, 67
2, 2304, Note_off_c, 0, 65, 67
2, 2304, Note_off_c, 0, 70, 67
2, 2304, Note_on_c, 0, 70, 67
2, 2304, Note_on_c, 0, 74, 67
2, 2432, Note_off_c, 0, 70, 67
2, 2432, Note_off_c, 0, 74, 67
2, 2432, Note_on_c, 0, 74, 67
2, 2432, Note_on_c, 0, 79, 67
2, 2688, Note_off_c, 0, 74, 67
2, 2688, Note_off_c, 0, 79, 67
2, 2688, Note_on_c, 0, 72, 67
2, 2688, Note_on_c, 0, 77, 67
2, 2816, Note_off_c, 0, 72, 67
2, 2816, Note_on_c, 0, 70, 67
