0, 0, Header, 0, 1, 96
1, 0, Start_track
1, 0, Title_t, "MIDI Test\000"
1, 0, Time_signature, 4, 2, 36, 8
1, 0, Time_signature, 4, 2, 36, 8
1, 0, Note_on_c, 0, 64, 100
1, 48, Note_off_c, 0, 64, 64
1, 96, Note_on_c, 0, 64, 100
1, 162, Note_off_c, 0, 64, 64
1, 192, Note_on_c, 0, 64, 100
1, 264, Note_off_c, 0, 64, 64
1, 288, Note_on_c, 0, 67, 100
1, 312, Note_on_c, 0, 65, 100
1, 330, Note_off_c, 0, 67, 64
1, 360, Note_off_c, 0, 65, 64
1, 384, Note_on_c, 0, 64, 100
1, 432, Note_off_c, 0, 64, 64
1, 480, Note_on_c, 0, 64, 100
1, 546, Note_off_c, 0, 64, 64
1, 576, Note_on_c, 0, 64, 100
1, 648, Note_off_c, 0, 64, 64
1, 672, Note_on_c, 0, 67, 100
1, 696, Note_on_c, 0, 65, 100
1, 714, Note_off_c, 0, 67, 64
1, 744, Note_on_c, 0, 64, 100
1, 744, Note_off_c, 0, 65, 64
1, 792, Note_off_c, 0, 64, 64
1, 840, Note_on_c, 0, 64, 100
1, 906, Note_off_c, 0, 64, 64
1, 936, Note_on_c, 0, 64, 100
1, 1008, Note_off_c, 0, 64, 64
1, 1032, Note_on_c, 0, 67, 100
1, 1056, Note_on_c, 0, 65, 100
1, 1074, Note_off_c, 0, 67, 64
1, 1104, Note_off_c, 0, 65, 64
1, 1128, Note_on_c, 0, 64, 100
1, 1176, Note_off_c, 0, 64, 64
1, 1224, Note_on_c, 0, 64, 100
1, 1290, Note_off_c, 0, 64, 64
1, 1320, Note_on_c, 0, 64, 100
1, 1392, Note_off_c, 0, 64, 64
1, 1416, Note_on_c, 0, 67, 100
1, 1440, Note_on_c, 0, 65, 100
1, 1458, Note_off_c, 0, 67, 64
1, 1488, Note_off_c, 0, 65, 64
1, 1488, End_track
0, 0, End_of_file
